Genes,Naive,Early Extra-GC TFH,Late Extra-GC TFH,GC
ALX3,9.624266035679566e-05,0.00028124340876808734,0.00010970232114790498,0.00011862993532666912
AR,0.0002535238516207617,0.0003143449100758575,0.0002578803724944098,0.00032241193916328483
ARID3A,0.000646172974913397,0.0007333078085983538,0.0002465783195579281,0.0007192623117679757
ARID3B,0.0011705434519127251,0.0006841463038171807,0.0002063716135750925,0.00010991345011491287
ARID5A,0.0021627268458535485,0.001985003680124636,0.001393894200623152,0.002388830334944824
ARID5B,0.0011867600464830796,0.0015572015146899038,0.0014555327232404977,0.0018851074795044576
ARNT,0.0002012855763652319,0.00035353515348355,0.0005912988905774491,0.00031140616545382384
ARNTL,0.0003019488238181372,0.0002430521964473312,0.0002759647101996637,0.000352095017462508
ARX,0.00011135003650642184,0.0001343426788038034,0.00011612607114675928,0.0001417201875738447
ASCL1,0.00023057146837497205,0.0002628300923933601,0.0002635548353601929,0.0003081195570177964
ATF1,0.0006384202227832131,0.0007316612634055674,0.00046422590859280415,0.0007500963180995479
ATF2,0.0009624971800621592,0.0006832791699381145,0.0007229469708003787,0.0019248755096525848
ATF3,0.0029361337379419606,0.004987239159026261,0.0031823062608203074,0.003852938935350533
ATF4,0.003976161254728506,0.0035913524389413437,0.002390501077349211,0.004078974198663531
ATF6,0.0008653042037992361,0.0010859140808122363,0.0008153875252161614,0.0012155163558049886
ATF6B,0.001907726427932961,0.0015009738049336868,0.002848832636752284,0.0026615333205165137
ATF7,0.000694812361175065,0.0007066266860983161,0.0008579289021172359,0.0008180454086834322
ATOH1,0.00014959568913438634,0.00017919589761939463,0.00019251683599577608,0.00024313467487584384
BACH1,0.000812960675543825,0.00246305229879669,0.001684049165434875,0.0019730809870584613
BACH2,0.0007446782422207695,0.0002419755854771278,0.0006562597841226874,0.000258442928488092
BARX1,0.00010908266386565692,0.0001353317402104893,0.0001155386701668708,0.00010758632696271809
BATF,0.0026151573056238456,0.003553474466417056,0.002908370032443388,0.005084649248390852
BBX,0.00039507786638917554,0.00030377307534744044,0.0002924197787757488,0.0006849359757995046
BCL11A,0.003196437203643267,0.0026126447408267497,0.000948354520610226,0.0008325954133646718
BCL11B,0.0002718051800814703,0.000208042928012288,0.00012486312625630284,0.00032787744183825746
BCL6,0.006388270125789835,0.00669245741172096,0.011853069164977205,0.00890175624986945
BHLHA15,0.00010450833629503676,0.00013815760069997094,0.00014434161835354096,0.00016066477017598687
BHLHE40,0.0004689302432113136,0.0007464535473328377,0.0011998541747600994,0.0007978531044317446
BPTF,0.0017418177335949132,0.0018106791609640263,0.0016007371231935008,0.000954051928836214
CDC5L,0.0007847922518618632,0.0005997298458473168,0.0005026232332119874,0.000489916600818088
CDX1,0.0004768053524259124,0.0005820011827849301,0.0004827056780084327,0.0006013265672564696
CDX2,0.00021574685790547773,0.00029348618941479486,0.0002011532752535172,0.0002154391893515333
CEBPA,0.00019811088437005637,0.0006478191697235563,0.00017360945656794453,0.0016939611563351535
CEBPB,0.0003330370070136308,0.00034296928334729755,0.00012139926227988255,0.00023164634726756189
CEBPD,0.00013607115756436426,0.0001277169819964067,0.000115018558495039,0.00016822075958345967
CEBPG,0.0012609329166953871,0.0008214507702839944,0.0004330349740660676,0.0008372629346987857
CEBPZ,0.00042013556196986135,0.00045429103691922734,0.00029729535662083165,0.0003652523573926169
CIC,0.0003363645240720354,0.0008541601002226715,0.0013211844432986,0.00044471228804395934
CPEB1,0.00014059699832884526,0.00022435619411843388,0.00016910103824494023,0.0001615273591759498
CREB1,0.0013395287429803294,0.002249920550859504,0.0013148055558691572,0.001945801331368581
CREB3,0.0009368129638359188,0.0004087694551365077,0.0011055630604198297,0.001924220610895676
CREB3L2,0.00012145581171078724,0.00012666968499918323,0.0001279520554886898,7.802580498484924e-05
CREBZF,0.00013004881513948706,0.00018960868759320364,0.00022657756416963416,0.0002442387431411497
CREM,0.0029237240107799923,0.003916464557658534,0.0019525371530323525,0.0024866529093415662
CRX,9.456829895144916e-05,0.0002176934676583269,0.000310956553279316,0.0001931612053664756
CTCF,0.004962014301971346,0.008884229204035352,0.007491393933108761,0.006730792594223639
CTCFL,0.00021837144446497535,0.000196317518686586,0.0004989315724165254,0.00018991506010219208
CUX1,0.0017732484162871684,0.0014703550100853943,0.001723309530887538,0.0008566233132186573
CXXC1,0.000613744450865823,0.0007492341750763972,0.00037391067250787,0.0007635785037310568
DBP,0.001157667971834287,0.00016264837729612156,0.0013536491433043768,0.0005429714528303284
DLX3,0.00016350954731982786,0.0001981047666490532,0.00017365686097659528,0.0002003235482245321
DLX4,0.0001146097101949842,0.00015135674043568743,0.00011900764745778504,0.0001355077017886354
DMRT2,0.00011597036957103496,0.00013789205644307165,0.00011203266999291214,0.00012823138248781022
DNMT1,0.0005965818908792636,0.0006348661237973213,0.000563787684466738,0.000522091171468849
E2F1,0.00010238515157428972,0.00013248410702833063,0.00034178733928642326,0.00012408785042701233
E2F3,0.0002685415835698801,0.0005773630623616176,0.0004287293049823314,0.0005517169861386051
E2F4,0.0001270607654398283,0.0011597002273076478,0.0016891970635500926,0.0014923403646842034
E2F6,0.00015000256815042551,0.0003062802522836704,0.000630996785155167,0.0007495508810564539
EBF1,0.0009186505670371764,0.00018317165351836297,0.0008103760185397448,0.0008129922846346519
EGR1,0.002583194864428233,0.0030058968496986284,0.002662756388354142,0.0018454778828463484
EGR2,0.002672182759034374,0.002797222999455267,0.00435608669467874,0.004327233451569788
EGR3,0.0005946452063432074,0.00115398517583639,0.0002980953631102789,0.0005461439780807304
EHF,0.00014653183649587478,0.0001434379907067861,0.0001270283769567543,0.00014346364867358374
ELF1,0.010554301294403058,0.01282346045454186,0.009057875604773911,0.010880022393359084
ELF2,0.0023253856764287087,0.001737454053905585,0.0014935657120838924,0.001374917949398103
ELF3,0.00017563844269450173,0.0001787333809018209,0.0001658567748121375,0.0001901820685826057
ELF4,0.0014312065023004894,0.002489268416844196,0.0029617930472790586,0.0015164714405906674
ELF5,0.00026719622361843067,0.0006242397392289971,0.00024987663828854274,0.0002724413597824792
ELK1,0.002116130901138785,0.0012818319284873805,0.0020331563589834384,0.0018837022458295409
ELK3,0.001990654378601629,0.0027237502334683085,0.0022337197859013205,0.0019424536528025247
ELK4,0.0034684568122271475,0.002958423497518166,0.0028116192013091165,0.002874890598361654
ERF,0.00013933359002038412,0.00019966527751201973,0.0004994926029684751,0.00032224091621583736
ERG,0.0003625291124861065,0.00032875632755221976,0.0003113639774369585,0.0003612460094994505
ESR1,0.00013892651680118517,0.0001424399982768367,0.00015757207260206656,0.0002783159084907479
ESR2,0.0002465344139346425,9.936847215045005e-05,0.0004694375889467453,0.0001886496011756293
ESRRA,0.00017858369507257847,0.0013993459335470105,0.0006446118991221227,0.0011176748244359478
ESRRB,0.0001229896729450622,0.00011658418619355956,0.00012938069472617672,0.00014494945958568424
ETS1,0.006007934990836816,0.006725533979533162,0.004791353265303457,0.0068185095090553
ETS2,0.0012738580859716466,0.000918954710304076,0.0001730673087647679,0.0006871809020882063
ETV1,0.0002014206503122316,0.00018400775708493769,0.0007184979036309681,0.00019726221425819628
ETV2,0.00022782010880661308,0.0005293046617766106,0.0001890566217798245,0.0009452188133012308
ETV4,0.0002082509687752592,0.0001984676346612404,0.0001818779627547413,0.000212038855974051
ETV5,0.00026739222665468057,0.00026436362955843256,0.0002616185739374286,0.0002939923009649336
ETV6,0.0005784448287272794,0.0012349091927496717,0.0019507645561974165,0.0011055880998165606
ETV7,9.04559773706663e-05,0.00011177982442848994,0.000392054198124914,9.77759665046692e-05
FEZF1,0.00016375920680808322,0.00020108170059519664,0.0001779392227842057,0.0001982498931414587
FEZF2,0.0001192337017507558,0.00014715150484206452,0.00012373118046950552,0.00014336062061242
FLI1,0.003461806167062069,0.0031523896885936667,0.002118198222950036,0.0014333201804348382
FOS,0.03303080714285206,0.041373563745993394,0.03725804781263142,0.03416324818542676
FOSB,0.00330424792816271,0.00489653937368144,0.004702054620484407,0.003457939470960505
FOSL1,0.0015484686441725691,0.0002633568205763425,0.00025482631753222235,0.0003075258566616165
FOSL2,0.002653099330224223,0.0011169413851511902,0.00092170995557212,0.00016097669662675087
FOXA1,0.0001957035161769796,0.0002335326043574018,0.0002305438948604373,0.00027519566219009166
FOXA2,0.0001483590105888471,0.0002648249871992272,0.0002059045586182632,0.00020101377038809795
FOXA3,0.0001223875835761918,0.0001394293685772927,0.0001801350169981395,0.00019436684735828024
FOXB1,0.0001249691993500108,0.00011408335434308866,0.001318028725865482,0.0004094652691716909
FOXC1,0.0008366905897650786,0.0007235206652471838,0.0006220468075667625,0.0007052942593148168
