	CXCR5hi_PD1hi	CXCR5pos_PD1int	CXCR5pos_PD1neg	Naive
HNF4G	4.9102148954960234e-2	4.857067925517966e-2	1.9927983031618357e-2	1.2697952877558927e-2
HOMEZ	7.730350309096257e-2	0.5030684500393391	3.186504217432051e-2	8.44920818848971e-3
HOXA1	2.084191934059465e-2	5.6648308418567606e-3	3.472599023331524e-2	3.230011587485515e-2
HOXA10	7.176920812481602e-2	7.380015735641232e-2	2.2739604399940827e-2	1.1201235998455017e-2
HOXA11	0.1833971151015602	0.1880933648046158	3.447935677995362e-2	3.1093086133642367e-2
HOXA13	1.0597586105387524e-3	4.14371885654341e-3	1.9237409362206082e-3	2.510621861722684e-3
HOXA2	4.292022372681781e-2	6.724364017833728e-2	4.834015685887638e-2	0.0
HOXA3	1.0	1.0	1.0	0.9993240633449209
HOXA4	8.772446276125945e-3	2.6488329399423027e-2	1.6623094756572754e-2	1.0573580533024374e-2
HOXA5	7.536061230497548e-3	2.953055337004984e-2	2.04212499383416e-2	2.945152568559317e-3
HOXA6	0.9896379158080659	0.9894571203776554	0.9991121195678981	0.7788238702201622
HOXA7	0.7863997644980866	0.7251507998950957	0.7117348197109457	0.0
HOXA9	1.0597586105387524e-3	2.3078940466824127e-3	1.1838405761357418e-3	2.896871378911259e-4
HOXB1	0.12352075360612302	0.18263834251245736	0.1479800720169684	2.274044032444955e-2
HOXB13	5.122166617603785e-3	1.0385523210070802e-2	7.694963744882322e-3	6.228273464658152e-3
HOXB2	1.4718869590815142e-3	5.035405192761577e-3	3.8030878508360844e-2	1.4484356894553851e-2
HOXB3	0.9976449808654695	0.9930238657225282	0.9981255857544518	0.9879297025878717
HOXB4	4.339122755372382e-2	4.044059795436661e-2	1.8152222167414744e-2	0.0
HOXB5	5.534294966146547e-3	1.5106215578284843e-2	1.3515513244216404e-2	9.463113171108484e-3
HOXB6	0.6812481601413012	0.7259900340938894	0.6438612933458294	0.13021436848203938
HOXB7	1.0597586105387524e-3	3.8814581694204264e-3	2.022394317565235e-3	1.4001544998069049e-3
HOXB8	0.548248454518693	0.2318384474167322	0.11315542840230852	3.548667439165698e-2
HOXB9	0.2121283485428319	0.21080514030946762	4.311152764761017e-2	2.7182309772112778e-2
HOXC10	3.414777745069153e-3	1.0805140309467665e-2	5.524589355300202e-3	4.972962533796865e-3
HOXC11	9.478952016485187e-3	1.9145030159979037e-2	1.0407931731860165e-2	8.83545770567784e-3
HOXC12	8.007065057403562e-3	1.788617886178867e-2	8.632170867656441e-3	7.193897257628423e-3
HOXC13	8.419193405946435e-3	1.4581694204038764e-2	1.0013318206481547e-2	8.2560834298957e-3
HOXC4	4.94554018251403e-3	1.3113034356149966e-2	8.928131011690432e-3	8.2560834298957e-3
HOXC5	2.1018545775684405e-2	9.509572515079989e-2	2.3380851378680956e-2	3.471417535728083e-2
HOXC6	0.793700323815131	0.43273013375295044	0.3638336703990529	8.632676709154119e-2
HOXC8	0.11975272299087425	6.142145292420664e-2	0.1283480491293839	1.0477018153727258e-2
HOXC9	1.9664409773329394e-2	2.8691319171256224e-2	1.2134365905391409e-2	7.966396292004685e-3
HOXD1	1.0	1.0	1.0	1.0
HOXD10	1.0597586105387524e-3	3.4618410700235636e-3	7.892270507571242e-4	1.4484356894550743e-4
HOXD11	1.5602001766264362e-2	1.935483870967747e-2	8.68149755832881e-3	8.159521050598695e-3
HOXD12	1.454224315572561e-2	2.937319695777607e-2	1.0309278350515427e-2	8.738895326380836e-3
HOXD13	6.476302619958796e-4	0.0	0.0	0.0
HOXD3	0.9013835737415367	0.7886703383162864	0.6545158585310511	0.36210892236384706
HOXD4	9.9499558433912e-3	3.273013375295042e-2	2.604449267498643e-2	1.6801853997682525e-2
HOXD8	0.13182219605534296	7.81012326252295e-2	6.920534701326886e-2	1.8153727307840817e-2
HOXD9	4.239034442154788e-3	1.3952268554943581e-2	8.188230651605566e-3	5.890305137118523e-3
HSF1	0.0	0.0	0.0	0.0
HSF2	0.0	0.0	0.0	0.0
HSF4	0.9235207536061231	0.5031209021767638	0.2836284713658561	0.261201235998455
HSF5	7.065057403591424e-3	2.675059008654612e-3	2.1210476989098614e-3	0.31836616454229427
HSFX1	1.0	1.0	1.0	1.0
HSFX2	1.0	1.0	1.0	1.0
HSFY1	0.9869296438033559	0.3781274586939418	0.40447886351304696	0.8722962533796833
HSFY2	1.0	0.991869918699187	0.9958072312928525	0.9999517188103515
IKZF1	0.0	0.0	0.0	0.0
IKZF2	0.0	0.0	8.533517486311815e-3	0.0
