	Naive	Naive	Naive	Naive	Early_Pre_TFH	Early_Pre_TFH	Early_Pre_TFH	Early_Pre_TFH	Late_Pre_TFH	Late_Pre_TFH	Late_Pre_TFH	Late_Pre_TFH	GC	GC	GC	GC
ZNF398	8.973584388152284e-4	8.973584388152284e-4	8.973584388152284e-4	8.973584388152284e-4	5.652154287195e-4	5.652154287195e-4	5.652154287195e-4	5.652154287195e-4	5.500047587431217e-4	5.500047587431217e-4	5.500047587431217e-4	5.500047587431217e-4	5.708379884395659e-4	5.708379884395659e-4	5.708379884395659e-4	5.708379884395659e-4
ZNF41	1.4916449221438093e-4	1.4916449221438093e-4	1.4916449221438093e-4	1.4916449221438093e-4	1.113325017329017e-4	1.113325017329017e-4	1.113325017329017e-4	1.113325017329017e-4	6.807987565938311e-5	6.807987565938311e-5	6.807987565938311e-5	6.807987565938311e-5	4.5271986918644626e-4	4.5271986918644626e-4	4.5271986918644626e-4	4.5271986918644626e-4
ZNF410	3.750672355806755e-4	3.750672355806755e-4	3.750672355806755e-4	3.750672355806755e-4	1.1442023654918568e-4	1.1442023654918568e-4	1.1442023654918568e-4	1.1442023654918568e-4	1.5499645338672884e-4	1.5499645338672884e-4	1.5499645338672884e-4	1.5499645338672884e-4	3.237850205141307e-4	3.237850205141307e-4	3.237850205141307e-4	3.237850205141307e-4
ZNF415	1.255472750958989e-4	1.255472750958989e-4	1.255472750958989e-4	1.255472750958989e-4	1.0637715321637873e-4	1.0637715321637873e-4	1.0637715321637873e-4	1.0637715321637873e-4	2.1037478207218394e-4	2.1037478207218394e-4	2.1037478207218394e-4	2.1037478207218394e-4	3.444472655581251e-4	3.444472655581251e-4	3.444472655581251e-4	3.444472655581251e-4
ZNF416	3.9089288596343846e-4	3.9089288596343846e-4	3.9089288596343846e-4	3.9089288596343846e-4	8.04211644743639e-5	8.04211644743639e-5	8.04211644743639e-5	8.04211644743639e-5	1.4251242998238753e-4	1.4251242998238753e-4	1.4251242998238753e-4	1.4251242998238753e-4	1.3801355705639706e-4	1.3801355705639706e-4	1.3801355705639706e-4	1.3801355705639706e-4
ZNF417	9.281490525416295e-5	9.281490525416295e-5	9.281490525416295e-5	9.281490525416295e-5	1.3051349652387908e-4	1.3051349652387908e-4	1.3051349652387908e-4	1.3051349652387908e-4	1.0418831365001907e-4	1.0418831365001907e-4	1.0418831365001907e-4	1.0418831365001907e-4	2.2059536021562686e-4	2.2059536021562686e-4	2.2059536021562686e-4	2.2059536021562686e-4
ZNF418	6.067563472390616e-5	6.067563472390616e-5	6.067563472390616e-5	6.067563472390616e-5	1.0191057614754995e-4	1.0191057614754995e-4	1.0191057614754995e-4	1.0191057614754995e-4	6.181222219734833e-5	6.181222219734833e-5	6.181222219734833e-5	6.181222219734833e-5	4.1430444427585005e-4	4.1430444427585005e-4	4.1430444427585005e-4	4.1430444427585005e-4
ZNF419	3.3977215097442216e-4	3.3977215097442216e-4	3.3977215097442216e-4	3.3977215097442216e-4	5.114649921547698e-4	5.114649921547698e-4	5.114649921547698e-4	5.114649921547698e-4	7.783142010269457e-5	7.783142010269457e-5	7.783142010269457e-5	7.783142010269457e-5	2.197510529886252e-4	2.197510529886252e-4	2.197510529886252e-4	2.197510529886252e-4
ZNF423	1.811103756015467e-5	1.811103756015467e-5	1.811103756015467e-5	1.811103756015467e-5	4.2401554082589736e-5	4.2401554082589736e-5	4.2401554082589736e-5	4.2401554082589736e-5	1.5238955767716534e-5	1.5238955767716534e-5	1.5238955767716534e-5	1.5238955767716534e-5	1.2412950346353152e-5	1.2412950346353152e-5	1.2412950346353152e-5	1.2412950346353152e-5
ZNF425	1.7261798343990472e-3	1.7261798343990472e-3	1.7261798343990472e-3	1.7261798343990472e-3	3.3152945024405325e-4	3.3152945024405325e-4	3.3152945024405325e-4	3.3152945024405325e-4	2.7339295429467325e-4	2.7339295429467325e-4	2.7339295429467325e-4	2.7339295429467325e-4	1.1420304002182653e-3	1.1420304002182653e-3	1.1420304002182653e-3	1.1420304002182653e-3
ZNF429	2.0788098857098822e-4	2.0788098857098822e-4	2.0788098857098822e-4	2.0788098857098822e-4	4.844265070392278e-4	4.844265070392278e-4	4.844265070392278e-4	4.844265070392278e-4	1.1458591471541577e-4	1.1458591471541577e-4	1.1458591471541577e-4	1.1458591471541577e-4	3.5751859747852003e-4	3.5751859747852003e-4	3.5751859747852003e-4	3.5751859747852003e-4
ZNF430	1.927429700145878e-4	1.927429700145878e-4	1.927429700145878e-4	1.927429700145878e-4	4.339529502901539e-4	4.339529502901539e-4	4.339529502901539e-4	4.339529502901539e-4	4.003380800393917e-4	4.003380800393917e-4	4.003380800393917e-4	4.003380800393917e-4	4.491397474405706e-4	4.491397474405706e-4	4.491397474405706e-4	4.491397474405706e-4
ZNF431	2.2139475746859824e-4	2.2139475746859824e-4	2.2139475746859824e-4	2.2139475746859824e-4	3.663914888141917e-4	3.663914888141917e-4	3.663914888141917e-4	3.663914888141917e-4	4.085264439833528e-4	4.085264439833528e-4	4.085264439833528e-4	4.085264439833528e-4	4.0902081567066535e-4	4.0902081567066535e-4	4.0902081567066535e-4	4.0902081567066535e-4
ZNF433	1.859470076432245e-5	1.859470076432245e-5	1.859470076432245e-5	1.859470076432245e-5	1.0984609786902187e-4	1.0984609786902187e-4	1.0984609786902187e-4	1.0984609786902187e-4	1.3185299798062979e-5	1.3185299798062979e-5	1.3185299798062979e-5	1.3185299798062979e-5	1.7155284450126428e-5	1.7155284450126428e-5	1.7155284450126428e-5	1.7155284450126428e-5
ZNF436	1.4164315221490683e-4	1.4164315221490683e-4	1.4164315221490683e-4	1.4164315221490683e-4	1.6663857065007113e-4	1.6663857065007113e-4	1.6663857065007113e-4	1.6663857065007113e-4	1.6696479958282632e-4	1.6696479958282632e-4	1.6696479958282632e-4	1.6696479958282632e-4	6.163151073933781e-4	6.163151073933781e-4	6.163151073933781e-4	6.163151073933781e-4
ZNF439	6.671233403462244e-5	6.671233403462244e-5	6.671233403462244e-5	6.671233403462244e-5	4.4867307176599955e-5	4.4867307176599955e-5	4.4867307176599955e-5	4.4867307176599955e-5	1.260472602865094e-4	1.260472602865094e-4	1.260472602865094e-4	1.260472602865094e-4	7.115345771422205e-5	7.115345771422205e-5	7.115345771422205e-5	7.115345771422205e-5
ZNF440	6.328986631427152e-5	6.328986631427152e-5	6.328986631427152e-5	6.328986631427152e-5	7.909045842777086e-5	7.909045842777086e-5	7.909045842777086e-5	7.909045842777086e-5	1.2118280162633623e-4	1.2118280162633623e-4	1.2118280162633623e-4	1.2118280162633623e-4	1.1707657281110285e-4	1.1707657281110285e-4	1.1707657281110285e-4	1.1707657281110285e-4
ZNF441	3.588874757394577e-4	3.588874757394577e-4	3.588874757394577e-4	3.588874757394577e-4	2.5242461797371344e-4	2.5242461797371344e-4	2.5242461797371344e-4	2.5242461797371344e-4	5.372587141716163e-3	5.372587141716163e-3	5.372587141716163e-3	5.372587141716163e-3	3.3291517563052394e-4	3.3291517563052394e-4	3.3291517563052394e-4	3.3291517563052394e-4
ZNF443	4.965998196175431e-5	4.965998196175431e-5	4.965998196175431e-5	4.965998196175431e-5	6.278134702633625e-5	6.278134702633625e-5	6.278134702633625e-5	6.278134702633625e-5	5.42053816564234e-5	5.42053816564234e-5	5.42053816564234e-5	5.42053816564234e-5	1.0244010466799045e-4	1.0244010466799045e-4	1.0244010466799045e-4	1.0244010466799045e-4
ZNF444	1.2681609524489916e-3	1.2681609524489916e-3	1.2681609524489916e-3	1.2681609524489916e-3	1.088566319546984e-3	1.088566319546984e-3	1.088566319546984e-3	1.088566319546984e-3	2.5041135648676066e-4	2.5041135648676066e-4	2.5041135648676066e-4	2.5041135648676066e-4	7.440360404017887e-4	7.440360404017887e-4	7.440360404017887e-4	7.440360404017887e-4
ZNF449	1.537361841315051e-4	1.537361841315051e-4	1.537361841315051e-4	1.537361841315051e-4	2.998557297899374e-4	2.998557297899374e-4	2.998557297899374e-4	2.998557297899374e-4	5.255574748563482e-4	5.255574748563482e-4	5.255574748563482e-4	5.255574748563482e-4	5.977246179255089e-5	5.977246179255089e-5	5.977246179255089e-5	5.977246179255089e-5
ZNF45	6.165106083078538e-4	6.165106083078538e-4	6.165106083078538e-4	6.165106083078538e-4	1.1104321989686763e-3	1.1104321989686763e-3	1.1104321989686763e-3	1.1104321989686763e-3	4.254052587017775e-4	4.254052587017775e-4	4.254052587017775e-4	4.254052587017775e-4	1.2157884886567845e-3	1.2157884886567845e-3	1.2157884886567845e-3	1.2157884886567845e-3
ZNF454	4.5301432269814713e-4	4.5301432269814713e-4	4.5301432269814713e-4	4.5301432269814713e-4	1.2835835081123478e-3	1.2835835081123478e-3	1.2835835081123478e-3	1.2835835081123478e-3	2.4929556018475337e-4	2.4929556018475337e-4	2.4929556018475337e-4	2.4929556018475337e-4	2.0023555877831607e-4	2.0023555877831607e-4	2.0023555877831607e-4	2.0023555877831607e-4
ZNF460	8.875933372127737e-3	8.875933372127737e-3	8.875933372127737e-3	8.875933372127737e-3	7.068773938062933e-3	7.068773938062933e-3	7.068773938062933e-3	7.068773938062933e-3	1.2181534515887328e-2	1.2181534515887328e-2	1.2181534515887328e-2	1.2181534515887328e-2	9.365829995345014e-3	9.365829995345014e-3	9.365829995345014e-3	9.365829995345014e-3
ZNF467	3.6021248463774112e-3	3.6021248463774112e-3	3.6021248463774112e-3	3.6021248463774112e-3	8.709773567570375e-4	8.709773567570375e-4	8.709773567570375e-4	8.709773567570375e-4	7.54744786527112e-4	7.54744786527112e-4	7.54744786527112e-4	7.54744786527112e-4	8.962041887042296e-4	8.962041887042296e-4	8.962041887042296e-4	8.962041887042296e-4
ZNF468	3.0618801587570504e-4	3.0618801587570504e-4	3.0618801587570504e-4	3.0618801587570504e-4	5.201028044675786e-4	5.201028044675786e-4	5.201028044675786e-4	5.201028044675786e-4	1.70020151588029e-3	1.70020151588029e-3	1.70020151588029e-3	1.70020151588029e-3	1.4647241619986633e-3	1.4647241619986633e-3	1.4647241619986633e-3	1.4647241619986633e-3
ZNF479	5.365452090829896e-5	5.365452090829896e-5	5.365452090829896e-5	5.365452090829896e-5	1.3566488181105698e-4	1.3566488181105698e-4	1.3566488181105698e-4	1.3566488181105698e-4	6.837473738233929e-5	6.837473738233929e-5	6.837473738233929e-5	6.837473738233929e-5	6.693603562749753e-5	6.693603562749753e-5	6.693603562749753e-5	6.693603562749753e-5
ZNF480	2.4498989722691747e-4	2.4498989722691747e-4	2.4498989722691747e-4	2.4498989722691747e-4	1.0441688221762393e-4	1.0441688221762393e-4	1.0441688221762393e-4	1.0441688221762393e-4	3.9928263178893495e-5	3.9928263178893495e-5	3.9928263178893495e-5	3.9928263178893495e-5	3.009012408195339e-4	3.009012408195339e-4	3.009012408195339e-4	3.009012408195339e-4
ZNF483	1.5909424324821612e-4	1.5909424324821612e-4	1.5909424324821612e-4	1.5909424324821612e-4	5.195942873283769e-4	5.195942873283769e-4	5.195942873283769e-4	5.195942873283769e-4	5.395655285192447e-4	5.395655285192447e-4	5.395655285192447e-4	5.395655285192447e-4	2.1625891450425757e-4	2.1625891450425757e-4	2.1625891450425757e-4	2.1625891450425757e-4
ZNF484	2.1837459906579046e-3	2.1837459906579046e-3	2.1837459906579046e-3	2.1837459906579046e-3	1.583370807498838e-3	1.583370807498838e-3	1.583370807498838e-3	1.583370807498838e-3	2.9000664084091977e-3	2.9000664084091977e-3	2.9000664084091977e-3	2.9000664084091977e-3	1.7235901632106343e-3	1.7235901632106343e-3	1.7235901632106343e-3	1.7235901632106343e-3
ZNF485	1.9253320944735827e-4	1.9253320944735827e-4	1.9253320944735827e-4	1.9253320944735827e-4	1.215969518476604e-4	1.215969518476604e-4	1.215969518476604e-4	1.215969518476604e-4	1.789266964858788e-5	1.789266964858788e-5	1.789266964858788e-5	1.789266964858788e-5	1.7229646127110424e-4	1.7229646127110424e-4	1.7229646127110424e-4	1.7229646127110424e-4
ZNF486	1.9872063981840024e-4	1.9872063981840024e-4	1.9872063981840024e-4	1.9872063981840024e-4	6.87264272850841e-4	6.87264272850841e-4	6.87264272850841e-4	6.87264272850841e-4	1.1110080689446928e-3	1.1110080689446928e-3	1.1110080689446928e-3	1.1110080689446928e-3	6.867039150690509e-4	6.867039150690509e-4	6.867039150690509e-4	6.867039150690509e-4
ZNF490	2.3280465216509306e-4	2.3280465216509306e-4	2.3280465216509306e-4	2.3280465216509306e-4	6.293552646880599e-4	6.293552646880599e-4	6.293552646880599e-4	6.293552646880599e-4	1.0889181023697615e-3	1.0889181023697615e-3	1.0889181023697615e-3	1.0889181023697615e-3	5.062915266073298e-4	5.062915266073298e-4	5.062915266073298e-4	5.062915266073298e-4
ZNF492	5.644274866128565e-5	5.644274866128565e-5	5.644274866128565e-5	5.644274866128565e-5	7.353414026579201e-5	7.353414026579201e-5	7.353414026579201e-5	7.353414026579201e-5	5.1523248302317687e-5	5.1523248302317687e-5	5.1523248302317687e-5	5.1523248302317687e-5	9.984628346426238e-5	9.984628346426238e-5	9.984628346426238e-5	9.984628346426238e-5
ZNF501	7.843110444222671e-5	7.843110444222671e-5	7.843110444222671e-5	7.843110444222671e-5	1.0485750197330009e-4	1.0485750197330009e-4	1.0485750197330009e-4	1.0485750197330009e-4	7.122262570530367e-5	7.122262570530367e-5	7.122262570530367e-5	7.122262570530367e-5	5.808887754646582e-5	5.808887754646582e-5	5.808887754646582e-5	5.808887754646582e-5
ZNF502	3.6229794550694805e-5	3.6229794550694805e-5	3.6229794550694805e-5	3.6229794550694805e-5	9.724868340675981e-5	9.724868340675981e-5	9.724868340675981e-5	9.724868340675981e-5	1.772013931016109e-5	1.772013931016109e-5	1.772013931016109e-5	1.772013931016109e-5	2.300994474127095e-5	2.300994474127095e-5	2.300994474127095e-5	2.300994474127095e-5
ZNF506	4.6795970675749524e-4	4.6795970675749524e-4	4.6795970675749524e-4	4.6795970675749524e-4	4.669183108253142e-4	4.669183108253142e-4	4.669183108253142e-4	4.669183108253142e-4	3.6879940915932063e-4	3.6879940915932063e-4	3.6879940915932063e-4	3.6879940915932063e-4	4.7293436054209064e-4	4.7293436054209064e-4	4.7293436054209064e-4	4.7293436054209064e-4
ZNF513	9.9175263884102e-5	9.9175263884102e-5	9.9175263884102e-5	9.9175263884102e-5	9.806610521856728e-5	9.806610521856728e-5	9.806610521856728e-5	9.806610521856728e-5	1.6118891457900887e-4	1.6118891457900887e-4	1.6118891457900887e-4	1.6118891457900887e-4	9.719533473000411e-5	9.719533473000411e-5	9.719533473000411e-5	9.719533473000411e-5
ZNF519	2.845206308322166e-3	2.845206308322166e-3	2.845206308322166e-3	2.845206308322166e-3	2.6820922764050808e-3	2.6820922764050808e-3	2.6820922764050808e-3	2.6820922764050808e-3	7.670948130265668e-4	7.670948130265668e-4	7.670948130265668e-4	7.670948130265668e-4	2.976781692347222e-3	2.976781692347222e-3	2.976781692347222e-3	2.976781692347222e-3
ZNF521	3.3534914323667025e-5	3.3534914323667025e-5	3.3534914323667025e-5	3.3534914323667025e-5	4.9969475848081406e-5	4.9969475848081406e-5	4.9969475848081406e-5	4.9969475848081406e-5	1.7940353558516842e-5	1.7940353558516842e-5	1.7940353558516842e-5	1.7940353558516842e-5	3.3109402850420216e-5	3.3109402850420216e-5	3.3109402850420216e-5	3.3109402850420216e-5
ZNF524	4.107160867478231e-4	4.107160867478231e-4	4.107160867478231e-4	4.107160867478231e-4	3.335357722771297e-4	3.335357722771297e-4	3.335357722771297e-4	3.335357722771297e-4	4.400597595049773e-4	4.400597595049773e-4	4.400597595049773e-4	4.400597595049773e-4	7.871281107470944e-4	7.871281107470944e-4	7.871281107470944e-4	7.871281107470944e-4
ZNF525	1.531727363111522e-5	1.531727363111522e-5	1.531727363111522e-5	1.531727363111522e-5	3.5966672654147715e-5	3.5966672654147715e-5	3.5966672654147715e-5	3.5966672654147715e-5	1.3950645663838455e-5	1.3950645663838455e-5	1.3950645663838455e-5	1.3950645663838455e-5	1.3986741404927102e-5	1.3986741404927102e-5	1.3986741404927102e-5	1.3986741404927102e-5
ZNF527	4.888096265101376e-4	4.888096265101376e-4	4.888096265101376e-4	4.888096265101376e-4	5.458019714556783e-4	5.458019714556783e-4	5.458019714556783e-4	5.458019714556783e-4	1.0658131417959132e-3	1.0658131417959132e-3	1.0658131417959132e-3	1.0658131417959132e-3	6.393992484847481e-4	6.393992484847481e-4	6.393992484847481e-4	6.393992484847481e-4
ZNF528	1.4570522946769e-4	1.4570522946769e-4	1.4570522946769e-4	1.4570522946769e-4	1.3196032334441562e-4	1.3196032334441562e-4	1.3196032334441562e-4	1.3196032334441562e-4	2.4882109206247606e-4	2.4882109206247606e-4	2.4882109206247606e-4	2.4882109206247606e-4	2.9036146575323627e-4	2.9036146575323627e-4	2.9036146575323627e-4	2.9036146575323627e-4
ZNF530	3.7386419340568194e-4	3.7386419340568194e-4	3.7386419340568194e-4	3.7386419340568194e-4	2.1511969735938273e-3	2.1511969735938273e-3	2.1511969735938273e-3	2.1511969735938273e-3	1.4765053405184304e-4	1.4765053405184304e-4	1.4765053405184304e-4	1.4765053405184304e-4	5.273176234190127e-4	5.273176234190127e-4	5.273176234190127e-4	5.273176234190127e-4
ZNF534	1.3330815830256334e-4	1.3330815830256334e-4	1.3330815830256334e-4	1.3330815830256334e-4	1.5314169959966566e-4	1.5314169959966566e-4	1.5314169959966566e-4	1.5314169959966566e-4	1.7901583310550698e-4	1.7901583310550698e-4	1.7901583310550698e-4	1.7901583310550698e-4	1.316642939045006e-4	1.316642939045006e-4	1.316642939045006e-4	1.316642939045006e-4
ZNF540	2.6289664812781495e-5	2.6289664812781495e-5	2.6289664812781495e-5	2.6289664812781495e-5	3.8866646589863245e-5	3.8866646589863245e-5	3.8866646589863245e-5	3.8866646589863245e-5	1.753788883027909e-5	1.753788883027909e-5	1.753788883027909e-5	1.753788883027909e-5	2.484203454269228e-5	2.484203454269228e-5	2.484203454269228e-5	2.484203454269228e-5
ZNF541	4.394078594749577e-5	4.394078594749577e-5	4.394078594749577e-5	4.394078594749577e-5	6.0819032194827074e-5	6.0819032194827074e-5	6.0819032194827074e-5	6.0819032194827074e-5	2.6194961247156017e-5	2.6194961247156017e-5	2.6194961247156017e-5	2.6194961247156017e-5	3.767910669345464e-5	3.767910669345464e-5	3.767910669345464e-5	3.767910669345464e-5
ZNF543	2.838622456626487e-3	2.838622456626487e-3	2.838622456626487e-3	2.838622456626487e-3	2.5506596364656482e-3	2.5506596364656482e-3	2.5506596364656482e-3	2.5506596364656482e-3	2.5216064805308677e-3	2.5216064805308677e-3	2.5216064805308677e-3	2.5216064805308677e-3	2.2265257298477764e-3	2.2265257298477764e-3	2.2265257298477764e-3	2.2265257298477764e-3
ZNF547	2.5342737122829337e-5	2.5342737122829337e-5	2.5342737122829337e-5	2.5342737122829337e-5	7.18118243641436e-5	7.18118243641436e-5	7.18118243641436e-5	7.18118243641436e-5	3.904878635430128e-5	3.904878635430128e-5	3.904878635430128e-5	3.904878635430128e-5	1.3031607040822954e-4	1.3031607040822954e-4	1.3031607040822954e-4	1.3031607040822954e-4
ZNF548	3.4933586302844785e-3	3.4933586302844785e-3	3.4933586302844785e-3	3.4933586302844785e-3	5.768286769805284e-4	5.768286769805284e-4	5.768286769805284e-4	5.768286769805284e-4	9.138108084898493e-3	9.138108084898493e-3	9.138108084898493e-3	9.138108084898493e-3	4.318328516328057e-3	4.318328516328057e-3	4.318328516328057e-3	4.318328516328057e-3
ZNF549	1.6030409348917214e-4	1.6030409348917214e-4	1.6030409348917214e-4	1.6030409348917214e-4	2.431150332466509e-4	2.431150332466509e-4	2.431150332466509e-4	2.431150332466509e-4	4.3438790439658944e-5	4.3438790439658944e-5	4.3438790439658944e-5	4.3438790439658944e-5	1.6469078485602294e-4	1.6469078485602294e-4	1.6469078485602294e-4	1.6469078485602294e-4
ZNF550	3.2942849999870107e-4	3.2942849999870107e-4	3.2942849999870107e-4	3.2942849999870107e-4	4.3055767972918253e-4	4.3055767972918253e-4	4.3055767972918253e-4	4.3055767972918253e-4	3.140862355465316e-5	3.140862355465316e-5	3.140862355465316e-5	3.140862355465316e-5	4.3297999490412247e-4	4.3297999490412247e-4	4.3297999490412247e-4	4.3297999490412247e-4
ZNF552	5.115998684988205e-5	5.115998684988205e-5	5.115998684988205e-5	5.115998684988205e-5	2.0521020397761924e-4	2.0521020397761924e-4	2.0521020397761924e-4	2.0521020397761924e-4	1.5491412912917808e-4	1.5491412912917808e-4	1.5491412912917808e-4	1.5491412912917808e-4	4.8815832856432834e-4	4.8815832856432834e-4	4.8815832856432834e-4	4.8815832856432834e-4
ZNF554	1.0619005669847614e-4	1.0619005669847614e-4	1.0619005669847614e-4	1.0619005669847614e-4	5.057292501715364e-4	5.057292501715364e-4	5.057292501715364e-4	5.057292501715364e-4	4.139571166162714e-4	4.139571166162714e-4	4.139571166162714e-4	4.139571166162714e-4	1.0915439482580033e-4	1.0915439482580033e-4	1.0915439482580033e-4	1.0915439482580033e-4
ZNF557	1.0797748766626467e-3	1.0797748766626467e-3	1.0797748766626467e-3	1.0797748766626467e-3	1.4712558155032112e-4	1.4712558155032112e-4	1.4712558155032112e-4	1.4712558155032112e-4	2.387518115920623e-3	2.387518115920623e-3	2.387518115920623e-3	2.387518115920623e-3	7.088207530095487e-4	7.088207530095487e-4	7.088207530095487e-4	7.088207530095487e-4
ZNF561	2.9089113413519106e-4	2.9089113413519106e-4	2.9089113413519106e-4	2.9089113413519106e-4	1.8977839097265745e-4	1.8977839097265745e-4	1.8977839097265745e-4	1.8977839097265745e-4	8.281427398836234e-5	8.281427398836234e-5	8.281427398836234e-5	8.281427398836234e-5	2.7891743621091326e-4	2.7891743621091326e-4	2.7891743621091326e-4	2.7891743621091326e-4
