	Naive	Naive	Naive	Naive	Early_Pre_TFH	Early_Pre_TFH	Early_Pre_TFH	Early_Pre_TFH	Late_Pre_TFH	Late_Pre_TFH	Late_Pre_TFH	Late_Pre_TFH	GC	GC	GC	GC
ZNF19	5.136676622805594e-4	5.136676622805594e-4	5.136676622805594e-4	5.136676622805594e-4	7.408233587239341e-5	7.408233587239341e-5	7.408233587239341e-5	7.408233587239341e-5	3.3394574903391724e-5	3.3394574903391724e-5	3.3394574903391724e-5	3.3394574903391724e-5	1.4481408721912705e-4	1.4481408721912705e-4	1.4481408721912705e-4	1.4481408721912705e-4
ZNF197	5.528914602818736e-5	5.528914602818736e-5	5.528914602818736e-5	5.528914602818736e-5	1.0958536891875748e-4	1.0958536891875748e-4	1.0958536891875748e-4	1.0958536891875748e-4	1.7724517438439817e-4	1.7724517438439817e-4	1.7724517438439817e-4	1.7724517438439817e-4	3.241433428850982e-4	3.241433428850982e-4	3.241433428850982e-4	3.241433428850982e-4
ZNF2	1.3760429404322954e-4	1.3760429404322954e-4	1.3760429404322954e-4	1.3760429404322954e-4	9.16516513401257e-5	9.16516513401257e-5	9.16516513401257e-5	9.16516513401257e-5	3.6697618491398915e-4	3.6697618491398915e-4	3.6697618491398915e-4	3.6697618491398915e-4	1.0967801722538406e-3	1.0967801722538406e-3	1.0967801722538406e-3	1.0967801722538406e-3
ZNF200	1.7045191282235761e-3	1.7045191282235761e-3	1.7045191282235761e-3	1.7045191282235761e-3	9.592281719339767e-4	9.592281719339767e-4	9.592281719339767e-4	9.592281719339767e-4	1.7010959110715885e-3	1.7010959110715885e-3	1.7010959110715885e-3	1.7010959110715885e-3	1.5081614311560567e-3	1.5081614311560567e-3	1.5081614311560567e-3	1.5081614311560567e-3
ZNF202	1.6235882291107653e-3	1.6235882291107653e-3	1.6235882291107653e-3	1.6235882291107653e-3	6.671346423501812e-4	6.671346423501812e-4	6.671346423501812e-4	6.671346423501812e-4	2.3457363509732428e-4	2.3457363509732428e-4	2.3457363509732428e-4	2.3457363509732428e-4	1.9124505608265913e-3	1.9124505608265913e-3	1.9124505608265913e-3	1.9124505608265913e-3
ZNF205	1.587521146155371e-5	1.587521146155371e-5	1.587521146155371e-5	1.587521146155371e-5	0.0	0.0	0.0	0.0	1.28956563601859e-5	1.28956563601859e-5	1.28956563601859e-5	1.28956563601859e-5	1.0668344102858354e-5	1.0668344102858354e-5	1.0668344102858354e-5	1.0668344102858354e-5
ZNF211	3.498085457781424e-5	3.498085457781424e-5	3.498085457781424e-5	3.498085457781424e-5	9.349246620358736e-5	9.349246620358736e-5	9.349246620358736e-5	9.349246620358736e-5	8.675078220833651e-5	8.675078220833651e-5	8.675078220833651e-5	8.675078220833651e-5	1.880376868214309e-4	1.880376868214309e-4	1.880376868214309e-4	1.880376868214309e-4
ZNF213	5.688135857207521e-4	5.688135857207521e-4	5.688135857207521e-4	5.688135857207521e-4	3.005753744069515e-4	3.005753744069515e-4	3.005753744069515e-4	3.005753744069515e-4	1.655801716391239e-4	1.655801716391239e-4	1.655801716391239e-4	1.655801716391239e-4	1.467480397645542e-4	1.467480397645542e-4	1.467480397645542e-4	1.467480397645542e-4
ZNF214	4.076262756901758e-5	4.076262756901758e-5	4.076262756901758e-5	4.076262756901758e-5	6.657456049610538e-5	6.657456049610538e-5	6.657456049610538e-5	6.657456049610538e-5	7.376845486434626e-5	7.376845486434626e-5	7.376845486434626e-5	7.376845486434626e-5	4.203758786058415e-5	4.203758786058415e-5	4.203758786058415e-5	4.203758786058415e-5
ZNF217	7.387934553390191e-5	7.387934553390191e-5	7.387934553390191e-5	7.387934553390191e-5	7.254354687635362e-5	7.254354687635362e-5	7.254354687635362e-5	7.254354687635362e-5	1.3244339568861536e-4	1.3244339568861536e-4	1.3244339568861536e-4	1.3244339568861536e-4	1.0583945971646473e-4	1.0583945971646473e-4	1.0583945971646473e-4	1.0583945971646473e-4
ZNF219	3.9566924172908724e-4	3.9566924172908724e-4	3.9566924172908724e-4	3.9566924172908724e-4	5.4346084304816e-4	5.4346084304816e-4	5.4346084304816e-4	5.4346084304816e-4	1.53578415924417e-4	1.53578415924417e-4	1.53578415924417e-4	1.53578415924417e-4	5.733249346026476e-4	5.733249346026476e-4	5.733249346026476e-4	5.733249346026476e-4
ZNF22	1.0178467077411324e-3	1.0178467077411324e-3	1.0178467077411324e-3	1.0178467077411324e-3	5.559596135308948e-4	5.559596135308948e-4	5.559596135308948e-4	5.559596135308948e-4	1.0274326681860325e-3	1.0274326681860325e-3	1.0274326681860325e-3	1.0274326681860325e-3	2.403612746022584e-3	2.403612746022584e-3	2.403612746022584e-3	2.403612746022584e-3
ZNF222	5.298006324884241e-5	5.298006324884241e-5	5.298006324884241e-5	5.298006324884241e-5	5.197662649220751e-5	5.197662649220751e-5	5.197662649220751e-5	5.197662649220751e-5	2.926124276833534e-5	2.926124276833534e-5	2.926124276833534e-5	2.926124276833534e-5	3.991448676232658e-5	3.991448676232658e-5	3.991448676232658e-5	3.991448676232658e-5
ZNF223	8.682834983639426e-5	8.682834983639426e-5	8.682834983639426e-5	8.682834983639426e-5	1.867743719174709e-4	1.867743719174709e-4	1.867743719174709e-4	1.867743719174709e-4	3.9931360328071563e-4	3.9931360328071563e-4	3.9931360328071563e-4	3.9931360328071563e-4	4.86946933635012e-4	4.86946933635012e-4	4.86946933635012e-4	4.86946933635012e-4
ZNF224	2.7104250212392943e-5	2.7104250212392943e-5	2.7104250212392943e-5	2.7104250212392943e-5	1.5025932422786908e-4	1.5025932422786908e-4	1.5025932422786908e-4	1.5025932422786908e-4	7.500893572641794e-5	7.500893572641794e-5	7.500893572641794e-5	7.500893572641794e-5	5.6721288838505916e-5	5.6721288838505916e-5	5.6721288838505916e-5	5.6721288838505916e-5
ZNF23	5.955431180989247e-4	5.955431180989247e-4	5.955431180989247e-4	5.955431180989247e-4	2.494699563678879e-4	2.494699563678879e-4	2.494699563678879e-4	2.494699563678879e-4	1.5172828379015166e-3	1.5172828379015166e-3	1.5172828379015166e-3	1.5172828379015166e-3	1.8035392483729045e-3	1.8035392483729045e-3	1.8035392483729045e-3	1.8035392483729045e-3
ZNF232	5.968084400753103e-5	5.968084400753103e-5	5.968084400753103e-5	5.968084400753103e-5	3.518702558764813e-5	3.518702558764813e-5	3.518702558764813e-5	3.518702558764813e-5	2.277426019578319e-5	2.277426019578319e-5	2.277426019578319e-5	2.277426019578319e-5	2.123658789940882e-5	2.123658789940882e-5	2.123658789940882e-5	2.123658789940882e-5
ZNF236	6.460025237128957e-5	6.460025237128957e-5	6.460025237128957e-5	6.460025237128957e-5	8.089779622443627e-5	8.089779622443627e-5	8.089779622443627e-5	8.089779622443627e-5	6.005728104135601e-5	6.005728104135601e-5	6.005728104135601e-5	6.005728104135601e-5	6.734653108923631e-5	6.734653108923631e-5	6.734653108923631e-5	6.734653108923631e-5
ZNF24	4.318015183688974e-4	4.318015183688974e-4	4.318015183688974e-4	4.318015183688974e-4	1.463888014857659e-4	1.463888014857659e-4	1.463888014857659e-4	1.463888014857659e-4	2.4429433862543915e-4	2.4429433862543915e-4	2.4429433862543915e-4	2.4429433862543915e-4	1.1554859034206295e-3	1.1554859034206295e-3	1.1554859034206295e-3	1.1554859034206295e-3
ZNF248	1.2802916929379666e-4	1.2802916929379666e-4	1.2802916929379666e-4	1.2802916929379666e-4	3.947299714824348e-5	3.947299714824348e-5	3.947299714824348e-5	3.947299714824348e-5	1.9276313749276667e-5	1.9276313749276667e-5	1.9276313749276667e-5	1.9276313749276667e-5	4.630748321022566e-5	4.630748321022566e-5	4.630748321022566e-5	4.630748321022566e-5
ZNF250	3.6064231920916506e-4	3.6064231920916506e-4	3.6064231920916506e-4	3.6064231920916506e-4	1.4381642066007685e-4	1.4381642066007685e-4	1.4381642066007685e-4	1.4381642066007685e-4	2.649786811458937e-4	2.649786811458937e-4	2.649786811458937e-4	2.649786811458937e-4	1.448583997005925e-4	1.448583997005925e-4	1.448583997005925e-4	1.448583997005925e-4
ZNF254	2.3677112829888164e-5	2.3677112829888164e-5	2.3677112829888164e-5	2.3677112829888164e-5	4.179729559406956e-5	4.179729559406956e-5	4.179729559406956e-5	4.179729559406956e-5	1.991856151998159e-5	1.991856151998159e-5	1.991856151998159e-5	1.991856151998159e-5	2.2990703571591797e-5	2.2990703571591797e-5	2.2990703571591797e-5	2.2990703571591797e-5
ZNF257	1.9146203906505213e-4	1.9146203906505213e-4	1.9146203906505213e-4	1.9146203906505213e-4	8.71524613302695e-5	8.71524613302695e-5	8.71524613302695e-5	8.71524613302695e-5	7.522026430118611e-5	7.522026430118611e-5	7.522026430118611e-5	7.522026430118611e-5	4.234226587366191e-5	4.234226587366191e-5	4.234226587366191e-5	4.234226587366191e-5
ZNF26	2.4323999954566322e-4	2.4323999954566322e-4	2.4323999954566322e-4	2.4323999954566322e-4	3.307685589590902e-4	3.307685589590902e-4	3.307685589590902e-4	3.307685589590902e-4	1.2259806343919101e-4	1.2259806343919101e-4	1.2259806343919101e-4	1.2259806343919101e-4	2.91052574284698e-4	2.91052574284698e-4	2.91052574284698e-4	2.91052574284698e-4
ZNF260	1.6855801377489354e-3	1.6855801377489354e-3	1.6855801377489354e-3	1.6855801377489354e-3	1.0265844694749189e-3	1.0265844694749189e-3	1.0265844694749189e-3	1.0265844694749189e-3	2.3411817818272743e-3	2.3411817818272743e-3	2.3411817818272743e-3	2.3411817818272743e-3	1.0150575643218729e-3	1.0150575643218729e-3	1.0150575643218729e-3	1.0150575643218729e-3
ZNF263	2.1476491499615915e-3	2.1476491499615915e-3	2.1476491499615915e-3	2.1476491499615915e-3	5.079336317453302e-4	5.079336317453302e-4	5.079336317453302e-4	5.079336317453302e-4	1.5031705645902308e-3	1.5031705645902308e-3	1.5031705645902308e-3	1.5031705645902308e-3	1.8483006622032174e-3	1.8483006622032174e-3	1.8483006622032174e-3	1.8483006622032174e-3
ZNF264	1.0907741795198061e-4	1.0907741795198061e-4	1.0907741795198061e-4	1.0907741795198061e-4	8.611827443882497e-5	8.611827443882497e-5	8.611827443882497e-5	8.611827443882497e-5	6.792504629204043e-5	6.792504629204043e-5	6.792504629204043e-5	6.792504629204043e-5	1.2961168369569664e-4	1.2961168369569664e-4	1.2961168369569664e-4	1.2961168369569664e-4
ZNF266	1.987500621908449e-4	1.987500621908449e-4	1.987500621908449e-4	1.987500621908449e-4	7.459462938645457e-4	7.459462938645457e-4	7.459462938645457e-4	7.459462938645457e-4	6.49854814537616e-5	6.49854814537616e-5	6.49854814537616e-5	6.49854814537616e-5	4.050462763198191e-4	4.050462763198191e-4	4.050462763198191e-4	4.050462763198191e-4
ZNF267	2.373169272486663e-3	2.373169272486663e-3	2.373169272486663e-3	2.373169272486663e-3	4.885808327447465e-3	4.885808327447465e-3	4.885808327447465e-3	4.885808327447465e-3	1.1897361755515676e-2	1.1897361755515676e-2	1.1897361755515676e-2	1.1897361755515676e-2	4.963637946311092e-3	4.963637946311092e-3	4.963637946311092e-3	4.963637946311092e-3
ZNF273	2.1369858102189497e-4	2.1369858102189497e-4	2.1369858102189497e-4	2.1369858102189497e-4	4.944064391471689e-5	4.944064391471689e-5	4.944064391471689e-5	4.944064391471689e-5	5.526936713637786e-5	5.526936713637786e-5	5.526936713637786e-5	5.526936713637786e-5	2.6552255898521155e-4	2.6552255898521155e-4	2.6552255898521155e-4	2.6552255898521155e-4
ZNF274	7.356581266621558e-4	7.356581266621558e-4	7.356581266621558e-4	7.356581266621558e-4	4.917745911328908e-4	4.917745911328908e-4	4.917745911328908e-4	4.917745911328908e-4	3.148948779951392e-4	3.148948779951392e-4	3.148948779951392e-4	3.148948779951392e-4	1.0588738953282736e-3	1.0588738953282736e-3	1.0588738953282736e-3	1.0588738953282736e-3
ZNF28	6.093333552373394e-4	6.093333552373394e-4	6.093333552373394e-4	6.093333552373394e-4	3.6449119620428534e-4	3.6449119620428534e-4	3.6449119620428534e-4	3.6449119620428534e-4	9.589437333994359e-4	9.589437333994359e-4	9.589437333994359e-4	9.589437333994359e-4	9.43322773280515e-4	9.43322773280515e-4	9.43322773280515e-4	9.43322773280515e-4
ZNF280A	2.2777314656648402e-5	2.2777314656648402e-5	2.2777314656648402e-5	2.2777314656648402e-5	3.933117819700224e-5	3.933117819700224e-5	3.933117819700224e-5	3.933117819700224e-5	2.4466164677893913e-5	2.4466164677893913e-5	2.4466164677893913e-5	2.4466164677893913e-5	2.621655005501548e-5	2.621655005501548e-5	2.621655005501548e-5	2.621655005501548e-5
ZNF281	8.918596045699497e-3	8.918596045699497e-3	8.918596045699497e-3	8.918596045699497e-3	4.557449236226834e-3	4.557449236226834e-3	4.557449236226834e-3	4.557449236226834e-3	6.019892207264737e-3	6.019892207264737e-3	6.019892207264737e-3	6.019892207264737e-3	1.2380108859891097e-2	1.2380108859891097e-2	1.2380108859891097e-2	1.2380108859891097e-2
ZNF282	1.1408898817800049e-3	1.1408898817800049e-3	1.1408898817800049e-3	1.1408898817800049e-3	4.7750993379560186e-4	4.7750993379560186e-4	4.7750993379560186e-4	4.7750993379560186e-4	2.8172611236484194e-3	2.8172611236484194e-3	2.8172611236484194e-3	2.8172611236484194e-3	1.3801445836542753e-3	1.3801445836542753e-3	1.3801445836542753e-3	1.3801445836542753e-3
ZNF283	2.2218143734358924e-3	2.2218143734358924e-3	2.2218143734358924e-3	2.2218143734358924e-3	1.4929400729224533e-3	1.4929400729224533e-3	1.4929400729224533e-3	1.4929400729224533e-3	5.079640899584557e-4	5.079640899584557e-4	5.079640899584557e-4	5.079640899584557e-4	1.2591735315773639e-3	1.2591735315773639e-3	1.2591735315773639e-3	1.2591735315773639e-3
ZNF284	6.230365349161315e-5	6.230365349161315e-5	6.230365349161315e-5	6.230365349161315e-5	7.346442604086124e-5	7.346442604086124e-5	7.346442604086124e-5	7.346442604086124e-5	3.273511756106768e-5	3.273511756106768e-5	3.273511756106768e-5	3.273511756106768e-5	2.4215453516282116e-5	2.4215453516282116e-5	2.4215453516282116e-5	2.4215453516282116e-5
ZNF285	1.661814211370519e-5	1.661814211370519e-5	1.661814211370519e-5	1.661814211370519e-5	3.5187959476376775e-5	3.5187959476376775e-5	3.5187959476376775e-5	3.5187959476376775e-5	2.6797557301612967e-5	2.6797557301612967e-5	2.6797557301612967e-5	2.6797557301612967e-5	9.815625179957159e-6	9.815625179957159e-6	9.815625179957159e-6	9.815625179957159e-6
ZNF296	3.303655379280402e-4	3.303655379280402e-4	3.303655379280402e-4	3.303655379280402e-4	1.3277034526006334e-4	1.3277034526006334e-4	1.3277034526006334e-4	1.3277034526006334e-4	2.0585642476241342e-4	2.0585642476241342e-4	2.0585642476241342e-4	2.0585642476241342e-4	2.95595446224842e-5	2.95595446224842e-5	2.95595446224842e-5	2.95595446224842e-5
ZNF3	8.823647119313608e-5	8.823647119313608e-5	8.823647119313608e-5	8.823647119313608e-5	3.9618834112015954e-5	3.9618834112015954e-5	3.9618834112015954e-5	3.9618834112015954e-5	2.656763659143187e-4	2.656763659143187e-4	2.656763659143187e-4	2.656763659143187e-4	2.415207534662322e-4	2.415207534662322e-4	2.415207534662322e-4	2.415207534662322e-4
ZNF30	4.861388680742306e-4	4.861388680742306e-4	4.861388680742306e-4	4.861388680742306e-4	4.6042234271470356e-4	4.6042234271470356e-4	4.6042234271470356e-4	4.6042234271470356e-4	4.946391754488772e-4	4.946391754488772e-4	4.946391754488772e-4	4.946391754488772e-4	5.457842455884301e-4	5.457842455884301e-4	5.457842455884301e-4	5.457842455884301e-4
ZNF302	1.5348544845719518e-4	1.5348544845719518e-4	1.5348544845719518e-4	1.5348544845719518e-4	1.2061321081409024e-4	1.2061321081409024e-4	1.2061321081409024e-4	1.2061321081409024e-4	6.382256712487271e-5	6.382256712487271e-5	6.382256712487271e-5	6.382256712487271e-5	2.403832253060643e-4	2.403832253060643e-4	2.403832253060643e-4	2.403832253060643e-4
ZNF304	1.7494188083554813e-4	1.7494188083554813e-4	1.7494188083554813e-4	1.7494188083554813e-4	3.1658185028501815e-4	3.1658185028501815e-4	3.1658185028501815e-4	3.1658185028501815e-4	2.097081618997933e-4	2.097081618997933e-4	2.097081618997933e-4	2.097081618997933e-4	1.6403041791845826e-4	1.6403041791845826e-4	1.6403041791845826e-4	1.6403041791845826e-4
ZNF311	4.500813617408922e-4	4.500813617408922e-4	4.500813617408922e-4	4.500813617408922e-4	6.714063495678357e-4	6.714063495678357e-4	6.714063495678357e-4	6.714063495678357e-4	6.72224725894114e-4	6.72224725894114e-4	6.72224725894114e-4	6.72224725894114e-4	5.546057986323833e-4	5.546057986323833e-4	5.546057986323833e-4	5.546057986323833e-4
ZNF316	1.5758704875422914e-4	1.5758704875422914e-4	1.5758704875422914e-4	1.5758704875422914e-4	5.9920344838320546e-5	5.9920344838320546e-5	5.9920344838320546e-5	5.9920344838320546e-5	5.227938817871463e-5	5.227938817871463e-5	5.227938817871463e-5	5.227938817871463e-5	6.985919577217395e-5	6.985919577217395e-5	6.985919577217395e-5	6.985919577217395e-5
ZNF317	3.2721146739752937e-4	3.2721146739752937e-4	3.2721146739752937e-4	3.2721146739752937e-4	1.3548095763634602e-3	1.3548095763634602e-3	1.3548095763634602e-3	1.3548095763634602e-3	5.109588897999497e-4	5.109588897999497e-4	5.109588897999497e-4	5.109588897999497e-4	3.5557869838114843e-4	3.5557869838114843e-4	3.5557869838114843e-4	3.5557869838114843e-4
ZNF32	1.0861340654006676e-4	1.0861340654006676e-4	1.0861340654006676e-4	1.0861340654006676e-4	1.3938946156608623e-4	1.3938946156608623e-4	1.3938946156608623e-4	1.3938946156608623e-4	6.600973869638486e-5	6.600973869638486e-5	6.600973869638486e-5	6.600973869638486e-5	1.0918912055053387e-4	1.0918912055053387e-4	1.0918912055053387e-4	1.0918912055053387e-4
ZNF320	1.4282106348555254e-3	1.4282106348555254e-3	1.4282106348555254e-3	1.4282106348555254e-3	3.4809178942488757e-4	3.4809178942488757e-4	3.4809178942488757e-4	3.4809178942488757e-4	3.1805187646581786e-4	3.1805187646581786e-4	3.1805187646581786e-4	3.1805187646581786e-4	3.1632563657243474e-4	3.1632563657243474e-4	3.1632563657243474e-4	3.1632563657243474e-4
ZNF322	1.8571179805528936e-4	1.8571179805528936e-4	1.8571179805528936e-4	1.8571179805528936e-4	2.89883493628291e-3	2.89883493628291e-3	2.89883493628291e-3	2.89883493628291e-3	1.5377721963977888e-3	1.5377721963977888e-3	1.5377721963977888e-3	1.5377721963977888e-3	1.182661774758483e-3	1.182661774758483e-3	1.182661774758483e-3	1.182661774758483e-3
ZNF324	6.078308873574244e-4	6.078308873574244e-4	6.078308873574244e-4	6.078308873574244e-4	9.495443380149925e-4	9.495443380149925e-4	9.495443380149925e-4	9.495443380149925e-4	4.4903995747693165e-4	4.4903995747693165e-4	4.4903995747693165e-4	4.4903995747693165e-4	9.925571673349545e-4	9.925571673349545e-4	9.925571673349545e-4	9.925571673349545e-4
ZNF324B	1.9159122058397027e-5	1.9159122058397027e-5	1.9159122058397027e-5	1.9159122058397027e-5	4.024762755844832e-5	4.024762755844832e-5	4.024762755844832e-5	4.024762755844832e-5	2.0061325506201555e-5	2.0061325506201555e-5	2.0061325506201555e-5	2.0061325506201555e-5	5.688794171667588e-5	5.688794171667588e-5	5.688794171667588e-5	5.688794171667588e-5
ZNF329	7.409371806747693e-4	7.409371806747693e-4	7.409371806747693e-4	7.409371806747693e-4	1.1446391014575102e-3	1.1446391014575102e-3	1.1446391014575102e-3	1.1446391014575102e-3	3.3433093844393295e-4	3.3433093844393295e-4	3.3433093844393295e-4	3.3433093844393295e-4	1.352234731417244e-3	1.352234731417244e-3	1.352234731417244e-3	1.352234731417244e-3
ZNF331	6.412956323063299e-3	6.412956323063299e-3	6.412956323063299e-3	6.412956323063299e-3	4.15818962828738e-3	4.15818962828738e-3	4.15818962828738e-3	4.15818962828738e-3	3.640217143122736e-3	3.640217143122736e-3	3.640217143122736e-3	3.640217143122736e-3	6.452644603700796e-3	6.452644603700796e-3	6.452644603700796e-3	6.452644603700796e-3
ZNF333	2.429649249238432e-3	2.429649249238432e-3	2.429649249238432e-3	2.429649249238432e-3	4.718757728790891e-4	4.718757728790891e-4	4.718757728790891e-4	4.718757728790891e-4	3.5356621735726443e-3	3.5356621735726443e-3	3.5356621735726443e-3	3.5356621735726443e-3	3.283621167779373e-3	3.283621167779373e-3	3.283621167779373e-3	3.283621167779373e-3
ZNF335	8.703055097842867e-4	8.703055097842867e-4	8.703055097842867e-4	8.703055097842867e-4	5.603228765692162e-4	5.603228765692162e-4	5.603228765692162e-4	5.603228765692162e-4	7.042358744202364e-4	7.042358744202364e-4	7.042358744202364e-4	7.042358744202364e-4	1.0143702064224908e-3	1.0143702064224908e-3	1.0143702064224908e-3	1.0143702064224908e-3
ZNF337	2.0517827188062322e-4	2.0517827188062322e-4	2.0517827188062322e-4	2.0517827188062322e-4	8.365570944411585e-5	8.365570944411585e-5	8.365570944411585e-5	8.365570944411585e-5	1.4704837340636373e-5	1.4704837340636373e-5	1.4704837340636373e-5	1.4704837340636373e-5	9.27803052748619e-5	9.27803052748619e-5	9.27803052748619e-5	9.27803052748619e-5
ZNF33A	2.353127571619616e-4	2.353127571619616e-4	2.353127571619616e-4	2.353127571619616e-4	2.519757095018032e-4	2.519757095018032e-4	2.519757095018032e-4	2.519757095018032e-4	2.727160291312453e-4	2.727160291312453e-4	2.727160291312453e-4	2.727160291312453e-4	3.497234063008992e-4	3.497234063008992e-4	3.497234063008992e-4	3.497234063008992e-4
ZNF33B	8.869389586270697e-5	8.869389586270697e-5	8.869389586270697e-5	8.869389586270697e-5	1.342717596112768e-4	1.342717596112768e-4	1.342717596112768e-4	1.342717596112768e-4	9.032735072543125e-5	9.032735072543125e-5	9.032735072543125e-5	9.032735072543125e-5	5.4406088691824956e-5	5.4406088691824956e-5	5.4406088691824956e-5	5.4406088691824956e-5
ZNF34	1.614709562650199e-4	1.614709562650199e-4	1.614709562650199e-4	1.614709562650199e-4	5.315437388621852e-5	5.315437388621852e-5	5.315437388621852e-5	5.315437388621852e-5	1.8357493497976629e-4	1.8357493497976629e-4	1.8357493497976629e-4	1.8357493497976629e-4	9.234466582805389e-4	9.234466582805389e-4	9.234466582805389e-4	9.234466582805389e-4
ZNF341	8.068474051531049e-4	8.068474051531049e-4	8.068474051531049e-4	8.068474051531049e-4	1.7576827848981443e-3	1.7576827848981443e-3	1.7576827848981443e-3	1.7576827848981443e-3	9.263212119707634e-3	9.263212119707634e-3	9.263212119707634e-3	9.263212119707634e-3	5.735013692888438e-3	5.735013692888438e-3	5.735013692888438e-3	5.735013692888438e-3
ZNF343	5.08578277709388e-4	5.08578277709388e-4	5.08578277709388e-4	5.08578277709388e-4	1.1754992815314056e-4	1.1754992815314056e-4	1.1754992815314056e-4	1.1754992815314056e-4	8.918744408856181e-4	8.918744408856181e-4	8.918744408856181e-4	8.918744408856181e-4	1.56092081997864e-4	1.56092081997864e-4	1.56092081997864e-4	1.56092081997864e-4
ZNF345	1.5973724131430596e-4	1.5973724131430596e-4	1.5973724131430596e-4	1.5973724131430596e-4	4.627287411276883e-5	4.627287411276883e-5	4.627287411276883e-5	4.627287411276883e-5	6.246398343518752e-5	6.246398343518752e-5	6.246398343518752e-5	6.246398343518752e-5	2.6303893895636496e-5	2.6303893895636496e-5	2.6303893895636496e-5	2.6303893895636496e-5
ZNF35	2.95169435049856e-4	2.95169435049856e-4	2.95169435049856e-4	2.95169435049856e-4	4.2580298913887094e-4	4.2580298913887094e-4	4.2580298913887094e-4	4.2580298913887094e-4	2.700693366084013e-4	2.700693366084013e-4	2.700693366084013e-4	2.700693366084013e-4	1.37458599182622e-3	1.37458599182622e-3	1.37458599182622e-3	1.37458599182622e-3
ZNF350	1.8160805026318154e-4	1.8160805026318154e-4	1.8160805026318154e-4	1.8160805026318154e-4	3.999634962845968e-4	3.999634962845968e-4	3.999634962845968e-4	3.999634962845968e-4	2.314330003591852e-4	2.314330003591852e-4	2.314330003591852e-4	2.314330003591852e-4	7.513631409800906e-4	7.513631409800906e-4	7.513631409800906e-4	7.513631409800906e-4
ZNF354A	1.1875162082422691e-4	1.1875162082422691e-4	1.1875162082422691e-4	1.1875162082422691e-4	1.2151897624589815e-4	1.2151897624589815e-4	1.2151897624589815e-4	1.2151897624589815e-4	5.336742318793893e-4	5.336742318793893e-4	5.336742318793893e-4	5.336742318793893e-4	5.21087369423291e-4	5.21087369423291e-4	5.21087369423291e-4	5.21087369423291e-4
ZNF354B	7.64145182689253e-5	7.64145182689253e-5	7.64145182689253e-5	7.64145182689253e-5	1.0684405235419393e-4	1.0684405235419393e-4	1.0684405235419393e-4	1.0684405235419393e-4	1.3871138271087119e-5	1.3871138271087119e-5	1.3871138271087119e-5	1.3871138271087119e-5	8.951284766758294e-5	8.951284766758294e-5	8.951284766758294e-5	8.951284766758294e-5
ZNF354C	1.1180059828896556e-3	1.1180059828896556e-3	1.1180059828896556e-3	1.1180059828896556e-3	1.0328111708995332e-2	1.0328111708995332e-2	1.0328111708995332e-2	1.0328111708995332e-2	1.0757519269275885e-3	1.0757519269275885e-3	1.0757519269275885e-3	1.0757519269275885e-3	5.274028727496507e-3	5.274028727496507e-3	5.274028727496507e-3	5.274028727496507e-3
ZNF37A	1.0019371372571215e-3	1.0019371372571215e-3	1.0019371372571215e-3	1.0019371372571215e-3	8.688952422550168e-4	8.688952422550168e-4	8.688952422550168e-4	8.688952422550168e-4	7.116106019156615e-4	7.116106019156615e-4	7.116106019156615e-4	7.116106019156615e-4	1.2249939013084777e-3	1.2249939013084777e-3	1.2249939013084777e-3	1.2249939013084777e-3
ZNF382	1.9443213423501625e-4	1.9443213423501625e-4	1.9443213423501625e-4	1.9443213423501625e-4	3.477628363182302e-4	3.477628363182302e-4	3.477628363182302e-4	3.477628363182302e-4	4.144408412529564e-5	4.144408412529564e-5	4.144408412529564e-5	4.144408412529564e-5	9.483175204391132e-5	9.483175204391132e-5	9.483175204391132e-5	9.483175204391132e-5
ZNF384	1.7447551462586894e-4	1.7447551462586894e-4	1.7447551462586894e-4	1.7447551462586894e-4	4.421125062784975e-4	4.421125062784975e-4	4.421125062784975e-4	4.421125062784975e-4	8.220669870915008e-4	8.220669870915008e-4	8.220669870915008e-4	8.220669870915008e-4	1.8249969379988652e-3	1.8249969379988652e-3	1.8249969379988652e-3	1.8249969379988652e-3
ZNF385D	6.216553223526328e-5	6.216553223526328e-5	6.216553223526328e-5	6.216553223526328e-5	3.206883741832094e-4	3.206883741832094e-4	3.206883741832094e-4	3.206883741832094e-4	8.310695314850321e-5	8.310695314850321e-5	8.310695314850321e-5	8.310695314850321e-5	2.0080051240322977e-5	2.0080051240322977e-5	2.0080051240322977e-5	2.0080051240322977e-5
ZNF394	3.002025179357994e-3	3.002025179357994e-3	3.002025179357994e-3	3.002025179357994e-3	2.288198471699406e-3	2.288198471699406e-3	2.288198471699406e-3	2.288198471699406e-3	2.514672423024876e-3	2.514672423024876e-3	2.514672423024876e-3	2.514672423024876e-3	1.8445433823563676e-3	1.8445433823563676e-3	1.8445433823563676e-3	1.8445433823563676e-3
ZNF396	2.5323411366240565e-5	2.5323411366240565e-5	2.5323411366240565e-5	2.5323411366240565e-5	1.3675443361311725e-4	1.3675443361311725e-4	1.3675443361311725e-4	1.3675443361311725e-4	5.7920476731040645e-5	5.7920476731040645e-5	5.7920476731040645e-5	5.7920476731040645e-5	3.281969254404323e-5	3.281969254404323e-5	3.281969254404323e-5	3.281969254404323e-5
